departamento,variable,valor,fecha_corte
nacional,tasa_formalidad,9811.16514,2024-12-01
nacional,tasa_informalidad,12649.455224,2024-12-01
nacional,tasa_formalidad,9074.986976,2024-12-01
nacional,tasa_informalidad,8729.730284,2024-12-01
nacional,tasa_formalidad,736.178163,2024-12-01
nacional,tasa_informalidad,3919.724939,2024-12-01
