departamento,variable,valor,fecha_corte
nacional,tasa_formalidad,10633.526133,2025-06-01
nacional,tasa_informalidad,13018.4283,2025-06-01
nacional,tasa_formalidad,9830.22678,2025-06-01
nacional,tasa_informalidad,8973.563425,2025-06-01
nacional,tasa_formalidad,803.299353,2025-06-01
nacional,tasa_informalidad,4044.864875,2025-06-01
