departamento,variable,valor,fecha_corte
nacional,tasa_formalidad,10811.989069,2025-12-01
nacional,tasa_informalidad,13585.313668,2025-12-01
nacional,tasa_formalidad,9982.554785,2025-12-01
nacional,tasa_informalidad,9513.813238,2025-12-01
nacional,tasa_formalidad,829.434284,2025-12-01
nacional,tasa_informalidad,4071.500431,2025-12-01
