departamento,variable,valor,fecha_corte
nacional,tasa_formalidad,10710.24066,2025-10-01
nacional,tasa_informalidad,13325.525561,2025-10-01
nacional,tasa_formalidad,9904.516172,2025-10-01
nacional,tasa_informalidad,9325.384341,2025-10-01
nacional,tasa_formalidad,805.724488,2025-10-01
nacional,tasa_informalidad,4000.14122,2025-10-01
