departamento,variable,valor,fecha_corte
nacional,tasa_formalidad,10754.485423,2025-09-01
nacional,tasa_informalidad,13147.757827,2025-09-01
nacional,tasa_formalidad,9956.073746,2025-09-01
nacional,tasa_informalidad,9137.456703,2025-09-01
nacional,tasa_formalidad,798.411677,2025-09-01
nacional,tasa_informalidad,4010.301124,2025-09-01
