departamento,variable,valor,fecha_corte
nacional,tasa_formalidad,10449.665588,2024-11-01
nacional,tasa_informalidad,12954.228197,2024-11-01
nacional,tasa_formalidad,9649.915595,2024-11-01
nacional,tasa_informalidad,8985.023457,2024-11-01
nacional,tasa_formalidad,799.749993,2024-11-01
nacional,tasa_informalidad,3969.204739,2024-11-01
