departamento,variable,valor,fecha_corte
nacional,tasa_formalidad,10278.111016,2025-11-01
nacional,tasa_informalidad,13098.148286,2025-11-01
nacional,tasa_formalidad,9465.375533,2025-11-01
nacional,tasa_informalidad,9085.905694,2025-11-01
nacional,tasa_formalidad,812.735483,2025-11-01
nacional,tasa_informalidad,4012.242592,2025-11-01
