departamento,variable,valor,fecha_corte
nacional,tasa_formalidad,10004.248083,2025-03-01
nacional,tasa_informalidad,13353.986936,2025-03-01
nacional,tasa_formalidad,9234.73457,2025-03-01
nacional,tasa_informalidad,9271.282707,2025-03-01
nacional,tasa_formalidad,769.513513,2025-03-01
nacional,tasa_informalidad,4082.704229,2025-03-01
