departamento,variable,valor,fecha_corte
nacional,tasa_formalidad,10290.309401,2023-11-01
nacional,tasa_informalidad,12834.327965,2023-11-01
nacional,tasa_formalidad,9522.332807,2023-11-01
nacional,tasa_informalidad,8876.185868,2023-11-01
nacional,tasa_formalidad,767.976594,2023-11-01
nacional,tasa_informalidad,3958.142096,2023-11-01
