departamento,variable,valor,fecha_corte
nacional,tasa_formalidad,10193.976907,2025-04-01
nacional,tasa_informalidad,13388.672717,2025-04-01
nacional,tasa_formalidad,9446.984061,2025-04-01
nacional,tasa_informalidad,9263.919006,2025-04-01
nacional,tasa_formalidad,746.992846,2025-04-01
nacional,tasa_informalidad,4124.753711,2025-04-01
