departamento,variable,valor,fecha_corte
nacional,tasa_formalidad,10275.371416,2024-09-01
nacional,tasa_informalidad,13002.68533,2024-09-01
nacional,tasa_formalidad,9516.763417,2024-09-01
nacional,tasa_informalidad,8897.795499,2024-09-01
nacional,tasa_formalidad,758.607999,2024-09-01
nacional,tasa_informalidad,4104.889831,2024-09-01
