departamento,variable,valor,fecha_corte
nacional,tasa_formalidad,10136.233824,2024-06-01
nacional,tasa_informalidad,12802.661183,2024-06-01
nacional,tasa_formalidad,9391.50279,2024-06-01
nacional,tasa_informalidad,8825.653379,2024-06-01
nacional,tasa_formalidad,744.731034,2024-06-01
nacional,tasa_informalidad,3977.007804,2024-06-01
