departamento,variable,valor,fecha_corte
nacional,tasa_formalidad,10686.791196,2025-08-01
nacional,tasa_informalidad,13157.487706,2025-08-01
nacional,tasa_formalidad,9873.800884,2025-08-01
nacional,tasa_informalidad,9177.301626,2025-08-01
nacional,tasa_formalidad,812.990312,2025-08-01
nacional,tasa_informalidad,3980.18608,2025-08-01
