departamento,variable,valor,fecha_corte
nacional,tasa_formalidad,10232.086347,2023-10-01
nacional,tasa_informalidad,12884.395992,2023-10-01
nacional,tasa_formalidad,9447.983124,2023-10-01
nacional,tasa_informalidad,8894.435938,2023-10-01
nacional,tasa_formalidad,784.103223,2023-10-01
nacional,tasa_informalidad,3989.960054,2023-10-01
