departamento,variable,valor,fecha_corte
nacional,tasa_formalidad,10070.076338,2025-12-01
nacional,tasa_informalidad,13260.921476,2025-12-01
nacional,tasa_formalidad,9284.188755,2025-12-01
nacional,tasa_informalidad,9164.163089,2025-12-01
nacional,tasa_formalidad,785.887583,2025-12-01
nacional,tasa_informalidad,4096.758387,2025-12-01
