departamento,nivel,oficio,inscritos,vacantes_estimadas
NACIONAL,Técnicos Profesionales - Tecnólogos,"Técnicos en Prevención, Gestión y Control Ambiental",855,85.5
NACIONAL,Técnicos Profesionales - Tecnólogos,Técnicos en Promoción y Animación a la Lectura y la Escritura,45,4.5
NACIONAL,Técnicos Profesionales - Tecnólogos,Técnicos en Química Aplicada,671,67.10000000000001
NACIONAL,Técnicos Profesionales - Tecnólogos,Técnicos en Radioterapia,6,0.6000000000000001
NACIONAL,Técnicos Profesionales - Tecnólogos,Técnicos en Recursos Naturales,1271,127.10000000000001
NACIONAL,Técnicos Profesionales - Tecnólogos,Técnicos en Tecnologías de la Información,3974,397.40000000000003
NACIONAL,Técnicos Profesionales - Tecnólogos,Técnicos en Telecomunicaciones,73,7.300000000000001
NACIONAL,Técnicos Profesionales - Tecnólogos,Técnicos en Terapia Respiratoria y Cardiovascular,22,2.2
NACIONAL,Técnicos Profesionales - Tecnólogos,Técnicos en Transmisión de Radio y Televisión,6,0.6000000000000001
NACIONAL,Técnicos Profesionales - Tecnólogos,Técnicos Ópticos,3,0.30000000000000004
NACIONAL,Técnicos Profesionales - Tecnólogos,Vendedores de Ventas Técnicas,930,93.0
NACIONAL,Técnicos Profesionales - Tecnólogos,Árbitros,6,0.6000000000000001
